topic,news_outlet,provenance,title,language,article_length,number_subheaders,forbidden_pattern,sentiment_score,author_person,author_organization
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P120,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P80,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P90,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P90,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P100,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P60,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P70,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P70,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P80,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_eu_und_die_einladungen_vom_pferd/P40,Die EU und die Einladungen vom Pferd,de,950,2,False,-0.0103199686855077,Markus Vahlefeld,
refugees_migration,achgut,https://www.achgut.com/artikel/laue_sommernaechte_in_stuttgart/P110,Laue Sommernächte in Stuttgart,de,454,1,False,-0.3899363577365875,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P160,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P40,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P50,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/ein_scharia_apologet_ist_rechtsstaat,Ein Scharia-Apologet ist Rechtsstaat,de,1997,6,False,-0.0100628864020109,Gastautor,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P50,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P60,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P30,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/ein_scharia_apologet_ist_rechtsstaat/P40,Ein Scharia-Apologet ist Rechtsstaat,de,1997,6,False,-0.0100628864020109,Gastautor,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P30,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/so_duester_und_ich_kann_nicht_anders/P50,So düster – und ich kann nicht anders,de,1445,3,False,-0.0133844539523124,Markus Vahlefeld,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P40,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/ein_scharia_apologet_ist_rechtsstaat/P20,Ein Scharia-Apologet ist Rechtsstaat,de,1997,6,False,-0.0100628864020109,Gastautor,
refugees_migration,achgut,https://www.achgut.com/artikel/ein_scharia_apologet_ist_rechtsstaat/P10,Ein Scharia-Apologet ist Rechtsstaat,de,1997,6,False,-0.0100628864020109,Gastautor,
refugees_migration,achgut,https://www.achgut.com/artikel/es_gibt_keinen_schutz_mehr/P60,Es gibt keinen Schutz mehr,de,1716,5,False,-0.0179164018481969,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/ein_scharia_apologet_ist_rechtsstaat/P30,Ein Scharia-Apologet ist Rechtsstaat,de,1997,6,False,-0.0100628864020109,Gastautor,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P150,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/Der_Brexit_ist_ein_linkes_Anliegen,„Der Brexit ist ein linkes Anliegen“,de,1990,4,False,-0.8232403993606567,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/deutschland_erspare_uns_bitte_ein_weiteres_denkmal_fuer_ermordete_juden,"„Deutschland, erspare uns bitte ein weiteres Denkmal für ermordete Juden!“",de,4457,8,False,-0.0099069699645042,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/deutschland_erspare_uns_bitte_ein_weiteres_denkmal_fuer_ermordete_juden/P40,"„Deutschland, erspare uns bitte ein weiteres Denkmal für ermordete Juden!“",de,4457,8,False,-0.0099069699645042,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/deutschland_erspare_uns_bitte_ein_weiteres_denkmal_fuer_ermordete_juden/P30,"„Deutschland, erspare uns bitte ein weiteres Denkmal für ermordete Juden!“",de,4457,8,False,-0.0099069699645042,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/so_duester_und_ich_kann_nicht_anders/P30,So düster – und ich kann nicht anders,de,1445,3,False,-0.0133844539523124,Markus Vahlefeld,
refugees_migration,achgut,https://www.achgut.com/artikel/deutschland_erspare_uns_bitte_ein_weiteres_denkmal_fuer_ermordete_juden/P20,"„Deutschland, erspare uns bitte ein weiteres Denkmal für ermordete Juden!“",de,4457,8,False,-0.0099069699645042,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/deutschland_erspare_uns_bitte_ein_weiteres_denkmal_fuer_ermordete_juden/P10,"„Deutschland, erspare uns bitte ein weiteres Denkmal für ermordete Juden!“",de,4457,8,False,-0.0099069699645042,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/afrika_und_das_helferbusiness,Afrika und das Helferbusiness,de,1849,0,False,-0.01731270365417,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P90,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P20,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P10,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/chronik_einer_angekuendigten_ausweisung/P30,Chronik einer angekündigten Ausweisung,de,983,2,False,-0.2937506735324859,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort/P70,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/die_eu_und_die_einladungen_vom_pferd/P20,Die EU und die Einladungen vom Pferd,de,950,2,False,-0.0103199686855077,Markus Vahlefeld,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P70,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P40,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P30,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P80,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort/P20,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort/P10,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort/P50,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P50,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/warum_ich_von_der_friedrich_ebert_stiftung_ausgeladen_wurde/P60,Warum ich von der Friedrich-Ebert-Stiftung ausgeladen wurde,de,620,0,False,-0.0473599322140216,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort/P60,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/die_eu_und_die_einladungen_vom_pferd/P10,Die EU und die Einladungen vom Pferd,de,950,2,False,-0.0103199686855077,Markus Vahlefeld,
refugees_migration,achgut,https://www.achgut.com/artikel/afrika_und_das_helferbusiness/P20,Afrika und das Helferbusiness,de,1849,0,False,-0.01731270365417,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/afrika_und_das_helferbusiness/P10,Afrika und das Helferbusiness,de,1849,0,False,-0.01731270365417,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort/P40,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/das_thueringen_chaos_ist_besser_als_jeder_tatort/P30,Das Thüringen-Chaos ist besser als jeder Tatort,de,874,0,False,-0.0090050073340535,Interview,
refugees_migration,achgut,https://www.achgut.com/artikel/chronik_einer_angekuendigten_ausweisung/P80,Chronik einer angekündigten Ausweisung,de,983,2,False,-0.2937506735324859,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/laue_sommernaechte_in_stuttgart/P130,Laue Sommernächte in Stuttgart,de,454,1,False,-0.3899363577365875,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P20,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/viele_maenner_und_wenige_frauen_das_problem_mit_der_zuwanderung/P10,Viele Männer und wenige Frauen – Das Problem mit der Zuwanderung,de,1373,3,False,-0.0293644685298204,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P20,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/die_selbstaufgabe_der_fdp/P10,Die Selbstaufgabe der FDP,de,1781,4,False,-0.9077396988868712,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/rueckblick_hanau_deutschlands_unfaehigkeit_zu_vernuenftiger_debatte,Rückblick Hanau: Deutschlands Unfähigkeit zu vernünftiger Debatte,de,1539,4,False,-0.0960242748260498,Felix Perrefort,
refugees_migration,achgut,https://www.achgut.com/artikel/chronik_einer_angekuendigten_ausweisung/P10,Chronik einer angekündigten Ausweisung,de,983,2,False,-0.2937506735324859,Anabel Schunke,
refugees_migration,achgut,https://www.achgut.com/artikel/rueckblick_hanau_deutschlands_unfaehigkeit_zu_vernuenftiger_debatte/P30,Rückblick Hanau: Deutschlands Unfähigkeit zu vernünftiger Debatte,de,1539,4,False,-0.0960242748260498,Felix Perrefort,
refugees_migration,achgut,https://www.achgut.com/artikel/die_achgut.com_corona_chronik,Die Achgut.com Corona-Chronik,de,909,0,False,-0.0006484639598056,Achgut.com,
refugees_migration,achgut,https://www.achgut.com/artikel/die_achgut.com_corona_chronik/P10,Die Achgut.com Corona-Chronik,de,909,0,False,-0.0006484639598056,Achgut.com,
refugees_migration,achgut,https://www.achgut.com/artikel/wie_die_eu_sich_selbst_zerlegt,Wie die EU sich selbst zerlegt,de,983,3,False,-0.0457685254514217,Vera Lengsfeld,
refugees_migration,achgut,https://www.achgut.com/artikel/sonntagslektuere_der_schmuggel_ueber_die_zeitgrenze,Sonntagslektüre: Der Schmuggel über die Zeitgrenze,de,1052,2,False,-0.0009710565209388,Vera Lengsfeld,
refugees_migration,achgut,https://www.achgut.com/artikel/sonntagslektuere_der_schmuggel_ueber_die_zeitgrenze/P10,Sonntagslektüre: Der Schmuggel über die Zeitgrenze,de,1052,2,False,-0.0009710565209388,Vera Lengsfeld,
refugees_migration,achgut,https://www.achgut.com/artikel/wie_die_eu_sich_selbst_zerlegt/P10,Wie die EU sich selbst zerlegt,de,983,3,False,-0.0457685254514217,Vera Lengsfeld,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P130,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/posttraumatische_belastungsstoerungen_opfer_patienten_oder_weicheier,"Traumatisierung: Opfer, Patienten, Weicheier?",de,1475,4,False,-0.622005820274353,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav/P90,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/posttraumatische_belastungsstoerungen_opfer_patienten_oder_weicheier/P70,"Traumatisierung: Opfer, Patienten, Weicheier?",de,1475,4,False,-0.622005820274353,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav/P70,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/posttraumatische_belastungsstoerungen_opfer_patienten_oder_weicheier/P50,"Traumatisierung: Opfer, Patienten, Weicheier?",de,1475,4,False,-0.622005820274353,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/posttraumatische_belastungsstoerungen_opfer_patienten_oder_weicheier/P60,"Traumatisierung: Opfer, Patienten, Weicheier?",de,1475,4,False,-0.622005820274353,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav/P80,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav/P50,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/posttraumatische_belastungsstoerungen_opfer_patienten_oder_weicheier/P30,"Traumatisierung: Opfer, Patienten, Weicheier?",de,1475,4,False,-0.622005820274353,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/posttraumatische_belastungsstoerungen_opfer_patienten_oder_weicheier/P40,"Traumatisierung: Opfer, Patienten, Weicheier?",de,1475,4,False,-0.622005820274353,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P20,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav/P60,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav/P30,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/die_generalstaatsanwaeltin_wirft_ein_stoeckchen_die_medien_apportieren_brav/P40,Staatsanwältin wirft Stöckchen – Medien apportieren brav,de,721,2,False,-0.2990395426750183,Wolfgang Meins,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P80,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P20,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P10,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P60,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P40,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P30,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/so_duester_und_ich_kann_nicht_anders,So düster – und ich kann nicht anders,de,1445,3,False,-0.0133844539523124,Markus Vahlefeld,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P10,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P70,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/dealen_in_corona_zeiten_ein_lagebericht_aus_kreuzberg,Dealen in Corona-Zeiten – ein Lagebericht aus Kreuzberg,de,1759,3,False,-0.047953862696886,Pauline Schwarz,
refugees_migration,achgut,https://www.achgut.com/artikel/helfer_sind_tabu_die_gemanagte_missachtung/P50,„Helfer sind tabu”? Die gemanagte Missachtung,de,1325,3,False,-0.0716726630926132,Susanne Baumstark,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P110,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P40,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P30,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P120,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P90,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P60,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P50,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P100,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P70,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/die_eu_und_die_einladungen_vom_pferd,Die EU und die Einladungen vom Pferd,de,950,2,False,-0.0103199686855077,Markus Vahlefeld,
refugees_migration,achgut,https://www.achgut.com/artikel/ende_der_juedischen_einwanderung_nach_deutschland/P80,Ende der jüdischen Einwanderung nach Deutschland?,de,576,1,False,-0.0057516801171004,Chaim Noll,
refugees_migration,achgut,https://www.achgut.com/artikel/einen_scheiss_muessen_wir_reden,Einen Scheiß müssen wir reden,de,1688,5,False,-0.0078844809904694,Wolfgang Röhl,
refugees_migration,achgut,https://www.achgut.com/artikel/einen_scheiss_muessen_wir_reden/P130,Einen Scheiß müssen wir reden,de,1688,5,False,-0.0078844809904694,Wolfgang Röhl,
refugees_migration,achgut,https://www.achgut.com/artikel/einen_scheiss_muessen_wir_reden/P20,Einen Scheiß müssen wir reden,de,1688,5,False,-0.0078844809904694,Wolfgang Röhl,
